id,ebv,res
1341,-4.052657713748429,-10.416577466237479
3782,-10.541399480708574,-19.893553995466704
1753,19.02102824451831,31.501577549155268
1620,-3.184246722941816,14.18691656596066
1547,1.0886910365543425,0.04648863677700765
1364,-11.095364816377474,12.897869819308761
2606,3.0701689314780984,16.517502617361465
2384,-10.71802196049742,-4.836649547381274
1669,-2.8584761757839683,3.5151430359277507
1394,-6.269613412964996,-27.867921662155307
1301,-24.42945006369754,-33.19024262401173
1628,11.18542603545435,21.605991016251743
2006,-4.910139339486158,-9.231051358484468
1333,-11.252788782526755,-19.11953222976225
1999,5.6031613157477205,-11.721099777155622
1383,25.84670902425262,32.77913711598401
2065,-2.477349523009465,-3.651302308545102
1849,-3.758211075062198,7.511444232823093
2628,-5.258719869209683,-1.8160724507364225
2129,-13.504645542191255,-19.83582181519037
2485,14.936904253526167,19.901408347145022
1484,27.026297542718122,12.219102136882508
1293,21.300733184663642,50.68329208351807
2530,-0.6244307481640305,-10.712162085724321
1606,22.46589752334134,56.57588291574652
1736,2.175688261486846,25.431541877513258
3001,-4.208269163313038,-9.474823278331868
3397,-1.8044564934327574,9.803863723432979
2223,4.902116780075495,52.8658788632967
3444,-6.329536970008712,-15.580810472728587
1599,8.268139868097109,23.151126415056453
2088,1.1552996108295992,-12.6518273953858
1584,-4.691801927392099,-2.6831317854183014
2721,-8.71497027243965,-0.24356094446504883
2320,-8.047187995862322,-24.590372878368107
2455,-2.778566975391465,-10.112939176563208
2015,12.871174818618373,34.04458556261857
1996,-7.989934175096762,-11.598937047928045
3625,-0.9381610894592971,7.9293858594652145
2417,1.3954246588761963,12.904898806505633
2411,-11.185536075789532,-31.174335364652418
3595,12.931048191046214,42.24609308966985
3474,11.391732686469696,15.809032173995556
4449,-7.272342708959288,-23.67250636002771
3747,6.7095014061152405,25.183223407123332
3463,9.017290414533743,14.788769574352923
4409,7.539861742455598,13.429317037519565
3029,1.4520480384567092,-1.9312362836959254
3930,0.22977460384137974,-17.101867983250568
3289,9.524866183684837,20.807356061079197
2541,2.664906616038607,-7.320830386058416
3969,-7.5080744225079155,-16.67164071729593
3658,1.7145267031738702,-4.994852521005867
2020,9.2631702355968,27.61848182073528
1372,-9.06209031362575,-8.036417546202275
3396,4.88603107923961,5.488869025537242
2540,4.017803949586314,9.394987452704859
3582,-1.3262957935477873,-34.991337984929864
2297,3.9739525218691796,-30.207067472506893
2398,-8.61927678434618,-16.833591817323615
1514,0.5752381380562247,8.94950120592825
1892,-7.486642943226541,-21.601747081965264
1285,19.954507486496123,21.820220308185146
3140,-6.065489056267482,-16.255071441878762
3247,-15.914442297695503,-25.73303540502195
2639,18.36665184715201,23.022986409073898
4319,13.935072060276955,44.94135968588313
1488,9.001849181313998,22.411497084867648
1501,19.89492041193147,61.245255682861526
2775,3.6434684171852445,12.490754266250827
2294,5.741306695018239,23.81835518696242
3434,2.150085095906735,1.7648322907248262
2494,7.526145582517293,-15.132261352047527
2550,0.8838147929836994,-4.603714628573029
2236,17.530095150836047,16.573354310361303
3764,1.523040252856172,4.098420823737133
4328,3.63712422513696,3.7164920041092144
3895,-5.327166767252402,-6.029161803811419
3302,14.698310536172661,-8.640780158992632
3491,-7.035799001324116,-10.842801686145876
