id,ebv,res
2924,-7.55400533046466,-4.129920144487423
3892,-11.377407483564987,-16.84410358044165
2079,29.534140212863125,56.83623207719015
2928,13.717281229243921,9.491216765157562
3440,3.271560107340198,17.84804138727359
4142,-13.08371164007916,-39.6088509497703
1988,12.455484360095262,12.9608979879105
2794,-2.424762084388284,-1.567655169344508
1990,-8.336091990116522,-2.374621273681143
3762,-17.531887826065738,-46.34338239975695
3460,-7.241354390598671,2.8597550508520637
4813,-1.5938597070745895,-10.738991113435867
4236,2.071417321464676,9.113127539688897
1974,-19.37708672527152,-36.77281251991478
3116,-9.398132452744075,10.940540899865738
3535,1.988745424220483,-12.493852714379322
3078,-3.756764314281801,-5.777268806876563
4550,-4.6938321733940604,-11.784602291161914
3433,-8.534019935855541,-9.844795411173598
3340,-8.64003767304905,6.5742764157412035
3791,-7.574600046533431,-4.301401720496092
3060,-1.6190201371345059,-0.2647242338621951
4349,1.7862220695150923,15.09318005598748
3297,13.203601348241214,28.41654819551912
3098,-13.032539012155736,-15.947241111836282
3498,-2.770942824696044,-18.15971833340951
2452,6.95481827445675,0.47321425340896095
1932,-2.4920543186731203,-4.305973445730019
1965,-18.123795447398557,-19.16857787051159
3922,0.10271441135897949,2.385390503972549
4459,-12.624135765583349,-16.35594201968557
1936,-13.845577568130242,-34.87026838823947
1964,4.124000131889319,-0.006691811437709028
1923,-0.7776960508760423,-5.320492785304552
3000,-10.253129973694362,-5.152985724870595
2736,-12.664240247530234,-31.55066596447195
3689,0.8119617610671304,-14.161816011936992
2549,7.577928979165442,-14.514692318234761
2973,-7.1190031208548925,-9.380081655976461
1987,4.413928710137015,-0.27431213914500496
1639,4.868748089758391,9.003318524480292
2049,30.72275937661956,70.20408712820212
3476,3.3786902036106987,1.7242451093775957
2008,0.3197841123499199,-1.7917879393805953
2447,-4.729402951282268,18.2397323980248
4025,0.5861269219238648,15.541279328928267
2681,6.9049558368802515,0.948685998730106
4684,4.191168245161087,-16.766665126800415
2221,-15.292623825708581,-11.653430620011875
2195,2.717657303147137,11.818052243708431
2677,7.641389265407477,42.31270034315323
3590,11.167103834897679,47.163637704778296
2442,8.905533077672537,4.908056409281288
3335,-4.702849892575016,-11.787910608770233
4819,-13.590431747336753,-27.248863486225204
3956,25.380401133907416,72.24109167664801
2767,2.3882414523279887,-37.69357791006554
2738,37.157458051335844,72.80470940458713
2278,7.521116755356546,32.45994401040452
2569,2.142077307457772,-11.98118920782829
2001,10.949677847381711,30.131455651020747
1590,9.000545684244072,6.1365971092023095
2596,3.64389781821635,11.305839801153803
2748,2.3942841228335645,-24.5870895074161
4404,34.68140389477544,68.77553170488025
3912,5.991222559945844,-12.35190680575666
2405,-3.494088083188102,6.133414479655835
3395,3.7049941080627287,24.592340349056837
3441,-12.692921098708995,2.761190512071117
2535,10.977961098044434,26.322393304924802
3279,9.287142376997815,-27.37562881531771
4759,18.35396499626704,35.91502744571308
4412,-3.103737252880886,-20.16670549564634
3876,10.737650447841393,24.10137282946071
2459,17.87472594900987,27.529196855758464
1950,7.563796209733179,43.134220102295075
3088,-5.004395169235938,-24.812814228093963
2707,19.076660678631896,3.707510981576167
2310,16.685772971227024,17.64064606465312
3237,6.130979728294539,2.1215357983313634
2759,1.2370614040205234,-11.891223033595836
2151,12.94558844142262,14.297880699155508
4140,-4.284615573393959,-18.980942631238044
2644,1.3420718959346167,7.922490381360423
2800,2.8229603147869513,33.29105661403627
2302,-2.5848185133157053,-51.24833716160624
4008,16.28447683837242,38.97327657761465
2440,-5.725649461557885,6.074214451036519
3190,-9.918826206377435,-13.975033046567955
3022,17.721032248303946,27.69721838644264
3422,8.222636686594765,6.434311044844588
2215,0.41227704505537477,-2.2438978628831485
2225,10.957703047988227,40.24303135606142
3383,15.349272848953673,46.36662114770772
2914,-0.47102050993115296,-29.276500127553486
4038,5.8367642644605695,5.235022687674032
3416,9.169694111862608,20.470024879791325
2085,1.1698558279667235,28.373816334197347
3913,7.200655916939574,-17.165334993277856
4562,-16.851034511413193,-15.555679716449763
3212,-14.544787301762316,-4.5285935927667005
3407,8.858459937010815,16.160392867083893
3660,20.19523252833841,26.568256293846133
2508,10.889487222460659,28.588586489030646
3208,15.12983900468218,43.90077119166212
3374,12.19461528330846,29.86629794333885
1981,0.8730380722956603,-24.266670300193393
4080,0.6633792350547154,-25.269132675073468
4282,2.61861104051937,-15.492661345591513
110,-18.571253079632868,-44.39827748665875
2514,17.661726637838175,27.724279165084713
2881,-1.7125183473540615,-7.951836358578596
2298,10.412743039858698,20.40547409689664
2769,-2.6653661368194626,-42.12617282398619
2213,5.772123654585989,-1.7831748105125973
2453,11.298339601193335,-3.4156257137086357
2269,12.689921227760731,9.228498147189011
2573,8.020831784909614,-13.096277440633859
4844,1.0117925162247732,23.45530314685284
2683,-7.901923692854868,-19.164722975355584
4772,3.627562079457124,15.849208234637238
3514,-2.951609408196953,-15.608430093659758
1924,-2.3279221249127797,12.568296512484538
3087,-16.757680532182196,-22.251446452071914
4796,13.457803513064887,39.26870774627923
1948,22.58819568468861,48.875110652886576
3619,-6.4006419276669995,-7.505959355376815
2217,-13.98647012406321,-38.16717836799177
3634,3.3485399030456997,2.3737471786583684
2144,10.895740310770373,4.4765249764815795
3080,14.138900449341785,19.983364837910166
2724,0.572846308411363,-25.034552434015282
2692,4.283422420720249,-7.292810704122757
2912,-7.763443564487047,4.4631904989922795
4060,-8.191333452780295,-20.133577866368547
2222,4.778872226312587,-25.434982188938882
2731,-8.457643097341872,-35.43310799605943
2475,3.4636542647559083,24.343707849389858
2457,-0.1899644212352753,4.09795546619899
2813,10.120503963580735,-15.502915985383382
4698,-9.298782439551807,-16.336280017547537
4466,-12.742499606764897,-50.99067732377557
4757,2.6730457284913354,5.582757101921381
4208,-2.6151644337653517,-19.70228114346602
2066,2.112192965433841,-12.550181054319607
4167,14.609077342681264,17.432079093082766
2264,10.85650859521673,-0.7453742990281391
2497,1.1607200046516888,14.650329842296449
3264,-4.468590699444882,4.471248397303036
4998,-14.441779993774556,-27.375097629180804
1946,20.59985488503162,24.21545930597874
2159,4.142080148293698,4.127255761570612
4036,-11.969310168800712,-11.521035922598722
2985,5.735068121207299,19.242434319522843
3800,-22.108578491223465,-51.15759004115003
1945,1.0952693864825322,-7.950997973179455
2837,-7.081678554699281,-23.3817690248635
4095,-7.636945846026485,5.155388870793753
3509,27.833532088463343,24.45991144487671
3729,-7.710882385603024,3.1205723497026074
4290,-13.11402214120754,-27.278022040016303
4518,6.599310595468316,17.747684340437527
3122,-11.918208680978246,-19.862058773605746
4498,-11.315413520424846,-16.97985511280742
4045,1.4191297716711329,4.908571168472599
3830,5.084699722748645,8.904781146787933
4517,-4.787015061480774,-13.821828342491315
2971,9.523168628958416,35.74068841423101
4255,-13.766661249348141,-34.261026782240556
3975,-2.8420655296103514,-6.631355965956599
3096,-5.882756109508097,-12.652022638619577
3390,3.574054636800741,9.390113587259762
4212,2.698544094306164,24.64003465787073
4295,-0.23460218855309667,9.641968490901938
2793,13.947790174132175,36.76366121499383
3519,-9.247797101992907,-10.186705185081452
3530,-15.829007181125524,-26.733880383261145
4627,4.158743203744443,2.0816058745288926
4533,-16.557360283195912,-20.612926128596257
3093,-12.62142895944215,-26.861388412861693
3410,-10.708573059370575,-12.247879678236295
3740,-10.565275496020554,5.54736949840403
3053,7.042740470168492,-16.710746519557535
2844,0.21613653260722349,-5.552693571356717
4374,4.161674447305204,14.535558251550798
4024,-19.879775089784808,-39.596260516141314
3571,-5.6855548336314925,-9.284613554035989
2824,-13.504757789337576,-58.148718202531526
2825,-19.299206862133357,-21.835791386312632
2927,-9.390315212090313,20.021218318541052
4048,-19.65367110467781,-40.64642014658715
2957,6.278185451853695,0.20069166542781858
4288,-11.987272357108955,-43.55616946555108
3499,-14.016302268249095,-29.175520493777956
4797,-11.938353679609445,-20.225533100881936
4537,-11.470734507555084,-27.119591280936092
3118,10.939821692157473,-0.808444358964918
3371,-10.531465770597206,-9.50019790457256
3901,-8.153282405331396,3.0358473902838554
2946,-16.996456573844814,-39.24688915021419
4172,-3.9649532510801957,-18.66669754321196
3344,-9.416796094233348,-43.49855344419854
2895,-4.701449994280788,-3.7989910071538997
4213,-3.130118174688644,-3.430739646856504
3620,14.092599041689823,-2.231732702536055
3426,-3.2293316278471353,-17.425276470950283
4660,-7.762358984465842,-17.696852360703105
4745,15.739098789740801,19.09625896695075
4919,-0.6515785129113808,-14.783713664612833
3926,-13.35491766899326,-5.558123214745258
4010,-19.392504919507,-20.48434927203296
2849,-3.5906854192388544,7.6615957752645585
4856,22.50246341472598,42.308727925566785
4873,-1.7812323093273719,3.6289696234322744
4863,-21.215302598579132,-52.58836188755079
4881,-9.973626090650713,-17.52849194004316
4846,-7.241740473777165,-19.196222415131167
4875,-8.411066983082847,-23.480674458314827
4884,-2.038091769639725,-7.68341402959608
4858,-1.7612324758462703,0.47988194101628845
