effect_type,effect_name,sol,sep,inbred
random_non_gen,Litter134,21.627326277535737,0.0,0.0
random_non_gen,Litter135,7.312189511370908,0.0,0.0
random_non_gen,Litter136,13.471707811364553,0.0,0.0
random_non_gen,Litter137,-29.29725624999417,0.0,0.0
random_non_gen,Litter138,81.95091067935051,0.0,0.0
random_non_gen,Litter139,-14.718170638096481,0.0,0.0
random_non_gen,Litter140,7.3083971831515315,0.0,0.0
random_non_gen,Litter141,29.30351299921274,0.0,0.0
random_non_gen,Litter142,3.290153800546159,0.0,0.0
random_non_gen,Litter143,31.364993466790555,0.0,0.0
random_non_gen,Litter144,-32.619998075216394,0.0,0.0
random_non_gen,Litter145,42.79529555481713,0.0,0.0
random_non_gen,Litter146,-24.030056035949645,0.0,0.0
random_non_gen,Litter147,28.718490472341827,0.0,0.0
random_non_gen,Litter148,32.80298525762493,0.0,0.0
random_non_gen,Litter149,51.3974742353871,0.0,0.0
random_non_gen,Litter150,-29.566223220715376,0.0,0.0
random_non_gen,Litter151,4.417761575404664,0.0,0.0
random_non_gen,Litter152,21.020077549874124,0.0,0.0
random_non_gen,Litter153,2.5279599648626716,0.0,0.0
random_non_gen,Litter154,-14.169233338334422,0.0,0.0
random_non_gen,Litter155,17.03693617533085,0.0,0.0
random_non_gen,Litter156,-13.176928045724067,0.0,0.0
random_non_gen,Litter157,39.668648709327094,0.0,0.0
random_non_gen,Litter158,-14.626602929351762,0.0,0.0
random_non_gen,Litter159,-9.4143841998133,0.0,0.0
random_non_gen,Litter160,33.00319479598812,0.0,0.0
random_non_gen,Litter161,7.66693672368637,0.0,0.0
random_non_gen,Litter162,-2.673763019729473,0.0,0.0
random_non_gen,Litter163,47.952418343759156,0.0,0.0
random_non_gen,Litter164,20.364088019439365,0.0,0.0
random_non_gen,Litter165,6.23789981766859,0.0,0.0
random_non_gen,Litter166,24.391482536641877,0.0,0.0
random_non_gen,Litter167,33.80940910808111,0.0,0.0
random_non_gen,Litter168,-20.45371078847572,0.0,0.0
random_non_gen,Litter169,-23.931832255198735,0.0,0.0
random_non_gen,Litter170,19.256251163226064,0.0,0.0
random_non_gen,Litter171,31.657956608550165,0.0,0.0
random_non_gen,Litter172,34.065322938756395,0.0,0.0
random_non_gen,Litter173,28.873267563018025,0.0,0.0
random_non_gen,Litter174,-18.460601825168073,0.0,0.0
random_non_gen,Litter175,-52.90368801856959,0.0,0.0
random_non_gen,Litter176,33.03543962781182,0.0,0.0
random_non_gen,Litter177,-9.475175473088564,0.0,0.0
random_non_gen,Litter178,-28.00652780358162,0.0,0.0
random_non_gen,Litter179,-4.069959633018501,0.0,0.0
random_non_gen,Litter180,-4.608732605146549,0.0,0.0
random_non_gen,Litter181,5.112529757032619,0.0,0.0
random_non_gen,Litter182,0.286904185770897,0.0,0.0
random_non_gen,Litter183,14.976014279408506,0.0,0.0
random_non_gen,Litter184,-26.514172344097194,0.0,0.0
random_non_gen,Litter185,46.79144284653326,0.0,0.0
random_non_gen,Litter186,58.23815139293016,0.0,0.0
random_non_gen,Litter187,-8.943881485858297,0.0,0.0
random_non_gen,Litter188,-45.4788926785747,0.0,0.0
random_non_gen,Litter189,2.8284876640186516,0.0,0.0
random_non_gen,Litter190,29.145688818625427,0.0,0.0
random_non_gen,Litter191,-38.5203397685187,0.0,0.0
random_non_gen,Litter192,5.318207171372147,0.0,0.0
random_non_gen,Litter193,-23.990582122471036,0.0,0.0
random_non_gen,Litter194,-30.307580353445893,0.0,0.0
random_non_gen,Litter195,-8.330800857890914,0.0,0.0
random_non_gen,Litter196,-18.472820953814594,0.0,0.0
random_non_gen,Litter197,-19.465833143910366,0.0,0.0
random_non_gen,Litter198,-60.75899872023571,0.0,0.0
random_non_gen,Litter199,-16.824411602207913,0.0,0.0
random_non_gen,Litter200,-14.954428429657094,0.0,0.0
random_non_gen,Litter201,20.771555250822082,0.0,0.0
random_non_gen,Litter202,-0.8881661993464682,0.0,0.0
random_non_gen,Litter203,17.456904258929242,0.0,0.0
random_non_gen,Litter204,5.327808727163274,0.0,0.0
random_non_gen,Litter205,-32.61936512936228,0.0,0.0
random_non_gen,Litter206,28.854432578714366,0.0,0.0
random_non_gen,Litter207,4.917917170290537,0.0,0.0
random_non_gen,Litter208,-13.728129211387849,0.0,0.0
random_non_gen,Litter209,22.928721553752474,0.0,0.0
random_non_gen,Litter210,-60.95788702911126,0.0,0.0
random_non_gen,Litter211,-9.47417647758451,0.0,0.0
random_non_gen,Litter212,-27.8610316399175,0.0,0.0
random_non_gen,Litter213,6.143010492171041,0.0,0.0
random_non_gen,Litter214,29.145714592878505,0.0,0.0
random_non_gen,Litter215,3.7183826799955577,0.0,0.0
random_non_gen,Litter216,-32.50369269849099,0.0,0.0
random_non_gen,Litter217,21.14762122653691,0.0,0.0
random_non_gen,Litter218,-43.89974630974129,0.0,0.0
random_non_gen,Litter219,5.848909741866432,0.0,0.0
random_non_gen,Litter220,10.610676592236132,0.0,0.0
random_non_gen,Litter221,-16.469686120077853,0.0,0.0
random_non_gen,Litter222,42.58755826740197,0.0,0.0
random_non_gen,Litter223,-40.82443677298431,0.0,0.0
random_non_gen,Litter224,-7.901729684636424,0.0,0.0
random_non_gen,Litter225,-15.07577988084211,0.0,0.0
random_non_gen,Litter226,11.188984523748301,0.0,0.0
random_non_gen,Litter227,29.36034414169375,0.0,0.0
random_non_gen,Litter228,11.489087455719833,0.0,0.0
random_non_gen,Litter229,43.806502716751375,0.0,0.0
random_non_gen,Litter230,-12.13817975732591,0.0,0.0
random_non_gen,Litter231,-31.85530942606496,0.0,0.0
random_non_gen,Litter232,2.4803806363158616,0.0,0.0
random_non_gen,Litter233,-24.56175948233045,0.0,0.0
random_non_gen,Litter234,-32.00724426227286,0.0,0.0
random_non_gen,Litter235,-14.59421495757584,0.0,0.0
random_non_gen,Litter236,6.610083135668263,0.0,0.0
random_non_gen,Litter237,-19.91203646794012,0.0,0.0
random_non_gen,Litter238,-6.61642714517593,0.0,0.0
random_non_gen,Litter239,17.320145790494788,0.0,0.0
random_non_gen,Litter240,-47.18174514039216,0.0,0.0
random_non_gen,Litter241,-11.063273771900445,0.0,0.0
random_non_gen,Litter242,-69.28831073211856,0.0,0.0
random_non_gen,Litter243,-26.018889932997574,0.0,0.0
random_non_gen,Litter244,23.85669777378249,0.0,0.0
random_non_gen,Litter245,-48.43308462029639,0.0,0.0
random_non_gen,Litter246,0.2391383147443096,0.0,0.0
random_non_gen,Litter247,-51.90025674716481,0.0,0.0
random_non_gen,Litter248,-34.76469632061778,0.0,0.0
random_non_gen,Litter249,-24.100153288600904,0.0,0.0
random_non_gen,Litter250,-32.314911242871666,0.0,0.0
random_non_gen,Litter251,-0.9633186368528557,0.0,0.0
random_non_gen,Litter252,-11.320157774346258,0.0,0.0
random_non_gen,Litter253,-43.14801754798719,0.0,0.0
random_non_gen,Litter254,-22.24269046158004,0.0,0.0
random_non_gen,Litter255,-51.83160318240834,0.0,0.0
random_non_gen,Litter256,-4.526766496475552,0.0,0.0
random_non_gen,Litter257,-4.087968953407761,0.0,0.0
random_non_gen,Litter258,-2.6592673707058574,0.0,0.0
random_non_gen,Litter259,-20.763449445386435,0.0,0.0
random_non_gen,Litter260,-21.08705132721999,0.0,0.0
random_non_gen,Litter261,22.754543281840835,0.0,0.0
random_non_gen,Litter262,-17.61584051776703,0.0,0.0
random_non_gen,Litter263,-6.622896949324625,0.0,0.0
random_non_gen,Litter264,-24.408551063195826,0.0,0.0
random_non_gen,Litter265,9.129333288679279,0.0,0.0
random_non_gen,Litter266,50.41384191783757,0.0,0.0
random_non_gen,Litter267,4.3241739917636455,0.0,0.0
random_non_gen,Litter268,-62.66275288591121,0.0,0.0
random_non_gen,Litter269,-20.88643797748032,0.0,0.0
random_non_gen,Litter270,-22.873656800994965,0.0,0.0
random_non_gen,Litter271,-27.978884459685585,0.0,0.0
random_non_gen,Litter272,-9.155331281971522,0.0,0.0
random_non_gen,Litter273,0.5718132758841524,0.0,0.0
random_gen_additive,1341,-4.052657713748429,0.0,0.0
random_gen_additive,3782,-10.541399480708574,0.0,0.0
random_gen_additive,1753,19.02102824451831,0.0,0.0
random_gen_additive,1620,-3.184246722941816,0.0,0.0
random_gen_additive,1547,1.0886910365543425,0.0,0.0
random_gen_additive,1364,-11.095364816377474,0.0,0.0
random_gen_additive,2606,3.0701689314780984,0.0,0.0
random_gen_additive,2384,-10.71802196049742,0.0,0.0
random_gen_additive,1669,-2.8584761757839683,0.0,0.0
random_gen_additive,1394,-6.269613412964996,0.0,0.0
random_gen_additive,1301,-24.42945006369754,0.0,0.0
random_gen_additive,1628,11.18542603545435,0.0,0.0
random_gen_additive,2006,-4.910139339486158,0.0,0.0
random_gen_additive,1333,-11.252788782526755,0.0,0.0
random_gen_additive,1999,5.6031613157477205,0.0,0.0
random_gen_additive,1383,25.84670902425262,0.0,0.0
random_gen_additive,2065,-2.477349523009465,0.0,0.0
random_gen_additive,1849,-3.758211075062198,0.0,0.0
random_gen_additive,2628,-5.258719869209683,0.0,0.0
random_gen_additive,2129,-13.504645542191255,0.0,0.0
random_gen_additive,2485,14.936904253526167,0.0,0.0
random_gen_additive,1484,27.026297542718122,0.0,0.0
random_gen_additive,1293,21.300733184663642,0.0,0.0
random_gen_additive,2530,-0.6244307481640305,0.0,0.0
random_gen_additive,1606,22.46589752334134,0.0,0.0
random_gen_additive,1736,2.175688261486846,0.0,0.0
random_gen_additive,3001,-4.208269163313038,0.0,0.0
random_gen_additive,3397,-1.8044564934327574,0.0,0.0
random_gen_additive,2223,4.902116780075495,0.0,0.0
random_gen_additive,3444,-6.329536970008712,0.0,0.0
random_gen_additive,1599,8.268139868097109,0.0,0.0
random_gen_additive,2088,1.1552996108295992,0.0,0.0
random_gen_additive,1584,-4.691801927392099,0.0,0.0
random_gen_additive,2721,-8.71497027243965,0.0,0.0
random_gen_additive,2320,-8.047187995862322,0.0,0.0
random_gen_additive,2455,-2.778566975391465,0.0,0.0
random_gen_additive,2015,12.871174818618373,0.0,0.0
random_gen_additive,1996,-7.989934175096762,0.0,0.0
random_gen_additive,3625,-0.9381610894592971,0.0,0.0
random_gen_additive,2417,1.3954246588761963,0.0,0.0
random_gen_additive,2411,-11.185536075789532,0.0,0.0
random_gen_additive,3595,12.931048191046214,0.0,0.0
random_gen_additive,3474,11.391732686469696,0.0,0.0
random_gen_additive,4449,-7.272342708959288,0.0,0.0
random_gen_additive,3747,6.7095014061152405,0.0,0.0
random_gen_additive,3463,9.017290414533743,0.0,0.0
random_gen_additive,4409,7.539861742455598,0.0,0.0
random_gen_additive,3029,1.4520480384567092,0.0,0.0
random_gen_additive,3930,0.22977460384137974,0.0,0.0
random_gen_additive,3289,9.524866183684837,0.0,0.0
random_gen_additive,2541,2.664906616038607,0.0,0.0
random_gen_additive,3969,-7.5080744225079155,0.0,0.0
random_gen_additive,3658,1.7145267031738702,0.0,0.0
random_gen_additive,2020,9.2631702355968,0.0,0.0
random_gen_additive,1372,-9.06209031362575,0.0,0.0
random_gen_additive,3396,4.88603107923961,0.0,0.0
random_gen_additive,2540,4.017803949586314,0.0,0.0
random_gen_additive,3582,-1.3262957935477873,0.0,0.0
random_gen_additive,2297,3.9739525218691796,0.0,0.0
random_gen_additive,2398,-8.61927678434618,0.0,0.0
random_gen_additive,1514,0.5752381380562247,0.0,0.0
random_gen_additive,1892,-7.486642943226541,0.0,0.0
random_gen_additive,1285,19.954507486496123,0.0,0.0
random_gen_additive,3140,-6.065489056267482,0.0,0.0
random_gen_additive,3247,-15.914442297695503,0.0,0.0
random_gen_additive,2639,18.36665184715201,0.0,0.0
random_gen_additive,4319,13.935072060276955,0.0,0.0
random_gen_additive,1488,9.001849181313998,0.0,0.0
random_gen_additive,1501,19.89492041193147,0.0,0.0
random_gen_additive,2775,3.6434684171852445,0.0,0.0
random_gen_additive,2294,5.741306695018239,0.0,0.0
random_gen_additive,3434,2.150085095906735,0.0,0.0
random_gen_additive,2494,7.526145582517293,0.0,0.0
random_gen_additive,2550,0.8838147929836994,0.0,0.0
random_gen_additive,2236,17.530095150836047,0.0,0.0
random_gen_additive,3764,1.523040252856172,0.0,0.0
random_gen_additive,4328,3.63712422513696,0.0,0.0
random_gen_additive,3895,-5.327166767252402,0.0,0.0
random_gen_additive,3302,14.698310536172661,0.0,0.0
random_gen_additive,3491,-7.035799001324116,0.0,0.0
random_gen_additive,2924,-7.55400533046466,0.0,0.0
random_gen_additive,3892,-11.377407483564987,0.0,0.0
random_gen_additive,2079,29.534140212863125,0.0,0.0
random_gen_additive,2928,13.717281229243921,0.0,0.0
random_gen_additive,3440,3.271560107340198,0.0,0.0
random_gen_additive,4142,-13.08371164007916,0.0,0.0
random_gen_additive,1988,12.455484360095262,0.0,0.0
random_gen_additive,2794,-2.424762084388284,0.0,0.0
random_gen_additive,1990,-8.336091990116522,0.0,0.0
random_gen_additive,3762,-17.531887826065738,0.0,0.0
random_gen_additive,3460,-7.241354390598671,0.0,0.0
random_gen_additive,4813,-1.5938597070745895,0.0,0.0
random_gen_additive,4236,2.071417321464676,0.0,0.0
random_gen_additive,1974,-19.37708672527152,0.0,0.0
random_gen_additive,3116,-9.398132452744075,0.0,0.0
random_gen_additive,3535,1.988745424220483,0.0,0.0
random_gen_additive,3078,-3.756764314281801,0.0,0.0
random_gen_additive,4550,-4.6938321733940604,0.0,0.0
random_gen_additive,3433,-8.534019935855541,0.0,0.0
random_gen_additive,3340,-8.64003767304905,0.0,0.0
random_gen_additive,3791,-7.574600046533431,0.0,0.0
random_gen_additive,3060,-1.6190201371345059,0.0,0.0
random_gen_additive,4349,1.7862220695150923,0.0,0.0
random_gen_additive,3297,13.203601348241214,0.0,0.0
random_gen_additive,3098,-13.032539012155736,0.0,0.0
random_gen_additive,3498,-2.770942824696044,0.0,0.0
random_gen_additive,2452,6.95481827445675,0.0,0.0
random_gen_additive,1932,-2.4920543186731203,0.0,0.0
random_gen_additive,1965,-18.123795447398557,0.0,0.0
random_gen_additive,3922,0.10271441135897949,0.0,0.0
random_gen_additive,4459,-12.624135765583349,0.0,0.0
random_gen_additive,1936,-13.845577568130242,0.0,0.0
random_gen_additive,1964,4.124000131889319,0.0,0.0
random_gen_additive,1923,-0.7776960508760423,0.0,0.0
random_gen_additive,3000,-10.253129973694362,0.0,0.0
random_gen_additive,2736,-12.664240247530234,0.0,0.0
random_gen_additive,3689,0.8119617610671304,0.0,0.0
random_gen_additive,2549,7.577928979165442,0.0,0.0
random_gen_additive,2973,-7.1190031208548925,0.0,0.0
random_gen_additive,1987,4.413928710137015,0.0,0.0
random_gen_additive,1639,4.868748089758391,0.0,0.0
random_gen_additive,2049,30.72275937661956,0.0,0.0
random_gen_additive,3476,3.3786902036106987,0.0,0.0
random_gen_additive,2008,0.3197841123499199,0.0,0.0
random_gen_additive,2447,-4.729402951282268,0.0,0.0
random_gen_additive,4025,0.5861269219238648,0.0,0.0
random_gen_additive,2681,6.9049558368802515,0.0,0.0
random_gen_additive,4684,4.191168245161087,0.0,0.0
random_gen_additive,2221,-15.292623825708581,0.0,0.0
random_gen_additive,2195,2.717657303147137,0.0,0.0
random_gen_additive,2677,7.641389265407477,0.0,0.0
random_gen_additive,3590,11.167103834897679,0.0,0.0
random_gen_additive,2442,8.905533077672537,0.0,0.0
random_gen_additive,3335,-4.702849892575016,0.0,0.0
random_gen_additive,4819,-13.590431747336753,0.0,0.0
random_gen_additive,3956,25.380401133907416,0.0,0.0
random_gen_additive,2767,2.3882414523279887,0.0,0.0
random_gen_additive,2738,37.157458051335844,0.0,0.0
random_gen_additive,2278,7.521116755356546,0.0,0.0
random_gen_additive,2569,2.142077307457772,0.0,0.0
random_gen_additive,2001,10.949677847381711,0.0,0.0
random_gen_additive,1590,9.000545684244072,0.0,0.0
random_gen_additive,2596,3.64389781821635,0.0,0.0
random_gen_additive,2748,2.3942841228335645,0.0,0.0
random_gen_additive,4404,34.68140389477544,0.0,0.0
random_gen_additive,3912,5.991222559945844,0.0,0.0
random_gen_additive,2405,-3.494088083188102,0.0,0.0
random_gen_additive,3395,3.7049941080627287,0.0,0.0
random_gen_additive,3441,-12.692921098708995,0.0,0.0
random_gen_additive,2535,10.977961098044434,0.0,0.0
random_gen_additive,3279,9.287142376997815,0.0,0.0
random_gen_additive,4759,18.35396499626704,0.0,0.0
random_gen_additive,4412,-3.103737252880886,0.0,0.0
random_gen_additive,3876,10.737650447841393,0.0,0.0
random_gen_additive,2459,17.87472594900987,0.0,0.0
random_gen_additive,1950,7.563796209733179,0.0,0.0
random_gen_additive,3088,-5.004395169235938,0.0,0.0
random_gen_additive,2707,19.076660678631896,0.0,0.0
random_gen_additive,2310,16.685772971227024,0.0,0.0
random_gen_additive,3237,6.130979728294539,0.0,0.0
random_gen_additive,2759,1.2370614040205234,0.0,0.0
random_gen_additive,2151,12.94558844142262,0.0,0.0
random_gen_additive,4140,-4.284615573393959,0.0,0.0
random_gen_additive,2644,1.3420718959346167,0.0,0.0
random_gen_additive,2800,2.8229603147869513,0.0,0.0
random_gen_additive,2302,-2.5848185133157053,0.0,0.0
random_gen_additive,4008,16.28447683837242,0.0,0.0
random_gen_additive,2440,-5.725649461557885,0.0,0.0
random_gen_additive,3190,-9.918826206377435,0.0,0.0
random_gen_additive,3022,17.721032248303946,0.0,0.0
random_gen_additive,3422,8.222636686594765,0.0,0.0
random_gen_additive,2215,0.41227704505537477,0.0,0.0
random_gen_additive,2225,10.957703047988227,0.0,0.0
random_gen_additive,3383,15.349272848953673,0.0,0.0
random_gen_additive,2914,-0.47102050993115296,0.0,0.0
random_gen_additive,4038,5.8367642644605695,0.0,0.0
random_gen_additive,3416,9.169694111862608,0.0,0.0
random_gen_additive,2085,1.1698558279667235,0.0,0.0
random_gen_additive,3913,7.200655916939574,0.0,0.0
random_gen_additive,4562,-16.851034511413193,0.0,0.0
random_gen_additive,3212,-14.544787301762316,0.0,0.0
random_gen_additive,3407,8.858459937010815,0.0,0.0
random_gen_additive,3660,20.19523252833841,0.0,0.0
random_gen_additive,2508,10.889487222460659,0.0,0.0
random_gen_additive,3208,15.12983900468218,0.0,0.0
random_gen_additive,3374,12.19461528330846,0.0,0.0
random_gen_additive,1981,0.8730380722956603,0.0,0.0
random_gen_additive,4080,0.6633792350547154,0.0,0.0
random_gen_additive,4282,2.61861104051937,0.0,0.0
random_gen_additive,110,-18.571253079632868,0.0,0.0
random_gen_additive,2514,17.661726637838175,0.0,0.0
random_gen_additive,2881,-1.7125183473540615,0.0,0.0
random_gen_additive,2298,10.412743039858698,0.0,0.0
random_gen_additive,2769,-2.6653661368194626,0.0,0.0
random_gen_additive,2213,5.772123654585989,0.0,0.0
random_gen_additive,2453,11.298339601193335,0.0,0.0
random_gen_additive,2269,12.689921227760731,0.0,0.0
random_gen_additive,2573,8.020831784909614,0.0,0.0
random_gen_additive,4844,1.0117925162247732,0.0,0.0
random_gen_additive,2683,-7.901923692854868,0.0,0.0
random_gen_additive,4772,3.627562079457124,0.0,0.0
random_gen_additive,3514,-2.951609408196953,0.0,0.0
random_gen_additive,1924,-2.3279221249127797,0.0,0.0
random_gen_additive,3087,-16.757680532182196,0.0,0.0
random_gen_additive,4796,13.457803513064887,0.0,0.0
random_gen_additive,1948,22.58819568468861,0.0,0.0
random_gen_additive,3619,-6.4006419276669995,0.0,0.0
random_gen_additive,2217,-13.98647012406321,0.0,0.0
random_gen_additive,3634,3.3485399030456997,0.0,0.0
random_gen_additive,2144,10.895740310770373,0.0,0.0
random_gen_additive,3080,14.138900449341785,0.0,0.0
random_gen_additive,2724,0.572846308411363,0.0,0.0
random_gen_additive,2692,4.283422420720249,0.0,0.0
random_gen_additive,2912,-7.763443564487047,0.0,0.0
random_gen_additive,4060,-8.191333452780295,0.0,0.0
random_gen_additive,2222,4.778872226312587,0.0,0.0
random_gen_additive,2731,-8.457643097341872,0.0,0.0
